artist_name,artist_role,artist_id,nationality,gender,birth_year,birth_place,death_year,death_place,wiki,ulan
Terrick Williams,artist, , , , , , , , , 
Terry Atkinson,artist, , , , , , , , , 
Terry Willson,artist, , , , , , , , , 
The Hon. Charles Stewart Harding,artist, , , , , , , , , 
Theo van Doesburg,artist, , , , , , , , , 
Theodore Lane,artist, , , , , , , , , 
Theodore Roszak,artist, , , , , , , , , 
Thomas Allom,after, , , , , , , , , 
Thomas Beach,artist, , , , , , , , , 
Thomas Benjamin Kennington,artist, , , , , , , , , 
Thomas Carr,artist, , , , , , , , , 
Thomas Christopher Hofland,artist, , , , , , , , , 
Thomas Collier,artist, , , , , , , , , 
Thomas Dalziel,artist, , , , , , , , , 
Thomas Dugdale,artist, , , , , , , , , 
Thomas Erma,artist, , , , , , , , , 
Thomas Frye,artist, , , , , , , , , 
Thomas George,artist, , , , , , , , , 
Thomas Hand,artist, , , , , , , , , 
Thomas Heaphy,artist, , , , , , , , , 
Thomas Hope McLachlan,artist, , , , , , , , , 
Thomas J. Somerscales,artist, , , , , , , , , 
Thomas Johnson,artist, , , , , , , , , 
Thomas Lawson,artist, , , , , , , , , 
Thomas Manby,artist, , , , , , , , , 
Thomas Miles Richardson,artist, , , , , , , , , 
Thomas Phillips,artist, , , , , , , , , 
Thomas Scheibitz,artist, , , , , , , , , 
Thomas Shotter Boys,artist, , , , , , , , , 
Thomas Smith,artist, , , , , , , , , 
Thomas Spencer,artist, , , , , , , , , 
Thomas Stirling Lee,artist, , , , , , , , , 
Thomas Tennant Baxter,artist, , , , , , , , , 
Thomas Tudor,artist, , , , , , , , , 
Thomas Whitcombe,artist, , , , , , , , , 
Théodore Roussel,artist, , , , , , , , , 
Théophile de Bock,artist, , , , , , , , , 
Théophile-Alexandre Steinlen,artist, , , , , , , , , 
Tib Beament,artist, , , , , , , , , 
Tim Gidal,artist, , , , , , , , , 
Timothy Drever,artist, , , , , , , , , 
Tino Sehgal,artist, , , , , , , , , 
Tom Gentleman,artist, , , , , , , , , 
Tom Lieber,artist, , , , , , , , , 
Tom Wesselmann,artist, , , , , , , , , 
Tomoko Takahashi,artist, , , , , , , , , 
Tony DeLap,artist, , , , , , , , , 
Tony Swain,artist, , , , , , , , , 
Tris Vonna-Michell,artist, , , , , , , , , 
Ulla von Brandenburg,artist, , , , , , , , , 
Umberto Boccioni,artist, , , , , , , , , 
Ursula Tyrwhitt,artist, , , , , , , , , 
Valentine Cameron Prinsep,artist, , , , , , , , , 
Valerie Large,artist, , , , , , , , , 
Valeska Soares,artist, , , , , , , , , 
Valérie Mréjen,artist, , , , , , , , , 
Vangelis Vlahos,artist, , , , , , , , , 
Vera Frenkel,artist, , , , , , , , , 
Victor Alimpiev,artist, , , , , , , , , 
Victor Askew,artist, , , , , , , , , 
Victor Reinganum,artist, , , , , , , , , 
Vik Muniz,artist, , , , , , , , , 
Violet Rutland,artist, , , , , , , , , 
Vivian Forbes,artist, , , , , , , , , 
Vjenceslav Richter,artist, , , , , , , , , 
Vladimir Velickovic,artist, , , , , , , , , 
W. Deeble,artist, , , , , , , , , 
W. Eugene Smith,artist, , , , , , , , , 
W. Kinnard,artist, , , , , , , , , 
W. Oram,attributed to, , , , , , , , , 
W. Thomson,artist, , , , , , , , , 
W. Turner,artist, , , , , , , , , 
Walasse Ting,artist, , , , , , , , , 
Walter Crane,artist, , , , , , , , , 
Walter Frederick Osborne,artist, , , , , , , , , 
Walter Hunt,artist, , , , , , , , , 
Walter Taylor,artist, , , , , , , , , 
Walter West,artist, , , , , , , , , 
Walter William Ouless,artist, , , , , , , , , 
Wangechi Mutu,artist, , , , , , , , , 
Warwick Moreton,artist, , , , , , , , , 
Wen-Ying Tsai,artist, , , , , , , , , 
Wendy Pasmore,artist, , , , , , , , , 
Wilfred Gabriel De Glehn,artist, , , , , , , , , 
Wilhelm Lehmbruck,artist, , , , , , , , , 
Willem Wissing,artist, , , , , , , , , 
Willi Baumeister,artist, , , , , , , , , 
Willi Soukop,artist, , , , , , , , , 
William A. Wilson,attributed to, , , , , , , , , 
William Alfred Delamotte,artist, , , , , , , , , 
William Artaud,artist, , , , , , , , , 
William Baziotes,artist, , , , , , , , , 
William Behnes,artist, , , , , , , , , 
William Bennett,artist, , , , , , , , , 
William Brooker,artist, , , , , , , , , 
William Calder Marshall,artist, , , , , , , , , 
William Carter,artist, , , , , , , , , 
William Chappell,artist, , , , , , , , , 
William Charles Thomas Dobson,artist, , , , , , , , , 
William Chase,artist, , , , , , , , , 
William Cook,attributed to, , , , , , , , , 
William Crozier,artist, , , , , , , , , 
William Davis,artist, , , , , , , , , 
William Doughty,attributed to, , , , , , , , , 
William Edward Dighton,artist, , , , , , , , , 
William Edwards Millner,artist, , , , , , , , , 
William Finden,artist, , , , , , , , , 
William Fleetwood Varley,artist, , , , , , , , , 
William Foster,artist, , , , , , , , , 
William Frederick Yeames,artist, , , , , , , , , 
William Gale,artist, , , , , , , , , 
William George Jennings,artist, , , , , , , , , 
William Gow Ferguson,artist, , , , , , , , , 
William Graveney,artist, , , , , , , , , 
William Green,artist, , , , , , , , , 
William Hatherell,artist, , , , , , , , , 
William Henry Brooke,artist, , , , , , , , , 
William Henry Pyne,artist, , , , , , , , , 
William Hoare,artist, , , , , , , , , 
William Hodges,artist, , , , , , , , , 
William Huggins,artist, , , , , , , , , 
William James Laidlay,artist, , , , , , , , , 
William Joy,artist, , , , , , , , , 
William Linton,artist, , , , , , , , , 
William Locke,artist, , , , , , , , , 
William Logsdail,artist, , , , , , , , , 
William Maw Egley,artist, , , , , , , , , 
William McMillan,artist, , , , , , , , , 
William N. Copley,artist, , , , , , , , , 
William P. Sherlock,artist, , , , , , , , , 
William Shakespeare Burton,artist, , , , , , , , , 
William Shayer,artist, , , , , , , , , 
William Small,artist, , , , , , , , , 
William Stott of Oldham,artist, , , , , , , , , 
William Tomkins,artist, , , , , , , , , 
William Walmsley,artist, , , , , , , , , 
William Williams,artist, , , , , , , , , 
William York Macgregor,artist, , , , , , , , , 
William Young Ottley,artist, , , , , , , , , 
Winifred Turner,artist, , , , , , , , , 
Wojciech Krzywoblocki,artist, , , , , , , , , 
Wolfgang Paalen,artist, , , , , , , , , 
Wou-ki Zao,artist, , , , , , , , , 
Yael Bartana,artist, , , , , , , , , 
Yayoi Kusama,artist, , , , , , , , , 
Yoko Ono,artist, , , , , , , , , 
Yto Barrada,artist, , , , , , , , , 
Yutaka Sone,artist, , , , , , , , , 
Yves Klein,artist, , , , , , , , , 
Zarina Bhimji,artist, , , , , , , , , 
Zbigniew Libera,artist, , , , , , , , , 
Zebedee Jones,artist, , , , , , , , , 
Zhen Chen,artist, , , , , , , , , 
Zhen Xu,artist, , , , , , , , , 
born 1939; David Bainbridge Art & Language (Terry Atkinson,artist, , , , , , , , , 
born 1963; John Burgess; Keith Coventry City Racing (Matt Hale; Paul Noble,artist, , , , , , , , , 
le Potre,artist, , , , , , , , , 
Óscar Muñoz,artist, , , , , , , , , 
